date,long_name,player,notes,injury,team
2015-04-17,Canadiens,Pierre-Alexandre Parenteau,upper body injury (DTD),torso,MTL
2015-04-21,Canadiens,Nathan Beaulieu,upper body injury (DTD),torso,MTL
2015-11-14,Canadiens,Alexei Emelin,lower body injury (DTD),torso,MTL
2015-11-19,Canadiens,Torrey Mitchell,lower body injury (DTD),torso,MTL
2015-11-21,Canadiens,Devante Smith-Pelly,lower body injury (DTD),torso,MTL
2015-12-20,Canadiens,Jeff Petry,upper body injury (DTD),torso,MTL
2016-01-08,Canadiens,Jeff Petry,lower body injury (DTD),torso,MTL
2016-01-26,Canadiens,Max Pacioretty,upper body injury (DTD),torso,MTL
2016-02-10,Canadiens,Nathan Beaulieu,lower body injury (DTD),torso,MTL
2016-02-16,Canadiens,David Desharnais,foot injury (DTD),ll,MTL
2016-03-06,Canadiens,Brendan Gallagher,lower body injury (DTD),torso,MTL
2016-03-07,Canadiens,Lars Eller,lower (CBC) / upper body injury (DTD),torso,MTL
2016-03-11,Canadiens,P.K. Subban,neck injury (out for season),head,MTL
2016-03-12,Canadiens,Stefan Matteau,lower body injury (DTD),torso,MTL
2016-03-18,Canadiens,Mark Barberio,concussion (out for season),head,MTL
2016-03-20,Canadiens,Sven Andrighetto,upper body injury (DTD),torso,MTL
2016-03-20,Canadiens,Victor Bartley,lower body injury (out for season),torso,MTL
2016-03-31,Canadiens,Nathan Beaulieu,fractured thumb (out for season),la,MTL
2016-04-03,Canadiens,Brett Lernout,upper body injury (DTD),torso,MTL
2016-04-05,Canadiens,Brett Lernout,knee injury (out for season),ul,MTL
2016-10-01,Canadiens,Torrey Mitchell,upper body injury (DTD),torso,MTL
2016-10-13,Canadiens,Brian Flynn,neck injury (DTD),head,MTL
2016-11-12,Canadiens,Brian Flynn,upper body injury (DTD),torso,MTL
2016-12-05,Canadiens,Alex Galchenyuk,leg injury (DTD),ll,MTL
2016-12-16,Canadiens,Sven Andrighetto,shoulder injury (DTD),torso,MTL
2016-12-18,Canadiens,Andrei Markov,lower body injury (DTD),torso,MTL
2016-12-20,Canadiens,Andrei Markov,lower body injury (DTD),torso,MTL
2017-01-05,Canadiens,Paul Byron,upper body injury (DTD),torso,MTL
2017-01-23,Canadiens,Alex Galchenyuk,knee injury (DTD),ul,MTL
2017-03-04,Canadiens,Alexander Radulov,lower body injury (DTD),torso,MTL
2017-03-07,Canadiens,Tomas Plekanec,upper body injury (DTD),torso,MTL
2017-03-08,Canadiens,Brian Flynn,upper body injury (DTD),torso,MTL
2011-10-04,Jets,Eric Fehr,placed on IR recovering from surgery on right shoulder,torso,WPG
2011-10-05,Jets,Aaron Gagnon,placed on IR with knee injury,ul,WPG
2011-10-05,Jets,Ben Maxwell,placed on IR with upper body injury,torso,WPG
2011-10-05,Jets,Kenndal McArdle,placed on IR with lower body injury,torso,WPG
2011-10-22,Jets,Ben Maxwell,activated from IR,activated from IR,WPG
2011-10-24,Jets,Kenndal McArdle,activated from IR,activated from IR,WPG
2011-10-29,Jets,Derek Meech,placed on IR with lower body injury,torso,WPG
2011-11-03,Jets,Chris Mason,placed on IR with groin injury,ul,WPG
2011-11-05,Jets,Tobias Enstrom,placed on IR with broken collarbone,torso,WPG
2011-11-11,Jets,Chris Mason,activated from IR,activated from IR,WPG
2011-11-12,Jets,Randy Jones,placed on IR with right ankle injury,ll,WPG
2011-11-19,Jets,Eric Fehr,activated from IR,activated from IR,WPG
2011-11-23,Jets,Brett Festerling,placed on IR with upper body injury,torso,WPG
2011-11-23,Jets,Ron Hainsey,activated from IR,activated from IR,WPG
2011-12-06,Jets,Brett Festerling,activated from IR,activated from IR,WPG
2011-12-09,Jets,Randy Jones,activated from IR,activated from IR,WPG
2011-12-13,Jets,Ron Hainsey,activated from IR,activated from IR,WPG
2011-12-17,Jets,Randy Jones,placed on IR with upper body injury,torso,WPG
2011-12-17,Jets,Tobias Enstrom,activated from IR,activated from IR,WPG
2011-12-31,Jets,Bryan Little,placed on IR with foot injury,ll,WPG
2011-12-31,Jets,Randy Jones,activated from IR,activated from IR,WPG
2012-01-07,Jets,Dustin Byfuglien,placed on IR with knee injury,ul,WPG
2012-01-07,Jets,Bryan Little,activated from IR,activated from IR,WPG
2012-01-21,Jets,Derek Meech,activated from IR,activated from IR,WPG
2012-01-24,Jets,Evander Kane,placed on IR with concussion,head,WPG
2012-02-02,Jets,Tim Stapleton,placed on IR with lower body injury,torso,WPG
2012-02-02,Jets,Dustin Byfuglien,activated from IR,activated from IR,WPG
2012-02-07,Jets,Evander Kane,activated from IR,activated from IR,WPG
2012-02-11,Jets,Tim Stapleton,activated from IR,activated from IR,WPG
2013-01-18,Jets,Zach Bogosian,placed on IR with surgery on right wrist,la,WPG
2013-01-18,Jets,Antti Miettinen,placed on IR with upper body injury,torso,WPG
2013-01-19,Jets,Mark Dekanich,placed on IR with hamstring injury,ul,WPG
2013-02-13,Jets,Al Montoya,placed on IR with lower body injury,torso,WPG
2013-02-15,Jets,Zach Bogosian,activated from IR,activated from IR,WPG
2013-02-16,Jets,Tobias Enstrom,placed on IR with right shoulder injury,torso,WPG
2013-02-23,Jets,Zach Redmond,placed on IR with lacerated thigh,ul,WPG
2013-02-24,Jets,Antti Miettinen,activated from IR,activated from IR,WPG
2013-02-27,Jets,Al Montoya,activated from IR,activated from IR,WPG
2013-03-03,Jets,Anthony Peluso,placed on IR with hand injury,la,WPG
2013-03-13,Jets,Jim Slater,placed on IR with hand injury (out for season),la,WPG
2013-03-18,Jets,Al Montoya,placed on IR with lower body injury,torso,WPG
2013-03-21,Jets,Al Montoya,activated from IR,activated from IR,WPG
2013-03-24,Jets,James Wright,placed on IR with upper body injury,torso,WPG
2013-03-24,Jets,Tobias Enstrom,activated from IR,activated from IR,WPG
2013-04-06,Jets,James Wright,activated from IR,activated from IR,WPG
2013-04-16,Jets,Anthony Peluso,activated from IR,activated from IR,WPG
2013-04-18,Jets,Zach Redmond,activated from IR,activated from IR,WPG
2013-10-06,Jets,Grant Clitsome,activated from IR,activated from IR,WPG
2013-10-15,Jets,Chris Thorburn,placed on IR with lower body injury,torso,WPG
2013-10-19,Jets,Jacob Trouba,placed on IR with upper body injury,torso,WPG
2013-10-26,Jets,Jim Slater,placed on IR with sports hernia,torso,WPG
2013-10-26,Jets,Chris Thorburn,activated from IR,activated from IR,WPG
2013-10-27,Jets,Paul Postma,placed on IR with blood clot in leg,ll,WPG
2013-11-01,Jets,Mark Stuart,placed on IR with hip injury,ul,WPG
2013-11-21,Jets,Zach Bogosian,placed on IR with groin injury,ul,WPG
2013-11-22,Jets,Mark Stuart,activated from IR,activated from IR,WPG
2013-11-25,Jets,Jacob Trouba,activated from IR,activated from IR,WPG
2013-12-15,Jets,Matt Halischuk,placed on IR with fractured forearm,head,WPG
2013-12-20,Jets,Zach Bogosian,activated from IR,activated from IR,WPG
2014-01-16,Jets,Evander Kane,placed on IR with hand injury,la,WPG
2014-01-21,Jets,Evander Kane,activated from IR,activated from IR,WPG
2014-02-03,Jets,Evander Kane,placed on IR with infection in hand,la,WPG
2014-02-07,Jets,Paul Postma,activated from IR,activated from IR,WPG
2014-02-26,Jets,Evander Kane,activated from IR,activated from IR,WPG
2014-02-26,Jets,Jim Slater,activated from IR,activated from IR,WPG
2014-03-04,Jets,James Wright,placed on IR with sprained ankle (out for season),ll,WPG
2014-03-04,Jets,Matt Halischuk,activated from IR,activated from IR,WPG
2014-10-06,Jets,Eric O'Dell,placed on IR with upper body injury,torso,WPG
2014-10-06,Jets,Patrice Cormier,placed on IR with eye injury,head,WPG
2014-10-14,Jets,Patrice Cormier,activated from IR,activated from IR,WPG
2014-10-17,Jets,Evander Kane,placed on IR with sprained right knee,ul,WPG
2014-10-30,Jets,Anthony Peluso,placed on IR with upper body injury,torso,WPG
2014-10-30,Jets,Evander Kane,activated from IR,activated from IR,WPG
2014-11-16,Jets,Anthony Peluso,activated from IR,activated from IR,WPG
2014-12-02,Jets,Tobias Enstrom,placed on IR with lower body injury,torso,WPG
2014-12-04,Jets,Zach Bogosian,placed on IR with lower body injury,torso,WPG
2014-12-13,Jets,Grant Clitsome,activated from IR,activated from IR,WPG
2014-12-18,Jets,Jacob Trouba,placed on IR with upper body injury,torso,WPG
2014-12-28,Jets,Evander Kane,placed on IR with lower body injury,torso,WPG
2014-12-29,Jets,Mark Stuart,placed on IR with lower body injury,torso,WPG
2015-01-05,Jets,Evander Kane,placed on IR with lower body injury (CBC E SN),torso,WPG
2015-01-08,Jets,Grant Clitsome,placed on IR with surgery on back,torso,WPG
2015-01-08,Jets,Zach Bogosian,activated from IR,activated from IR,WPG
2015-01-10,Jets,Evander Kane,activated from IR,activated from IR,WPG
2015-01-10,Jets,Mark Stuart,activated from IR,activated from IR,WPG
2015-01-10,Jets,Tobias Enstrom,activated from IR,activated from IR,WPG
2015-01-21,Jets,Mathieu Perreault,placed on IR with upper body injury,torso,WPG
2015-01-21,Jets,Jacob Trouba,activated from IR,activated from IR,WPG
2015-01-27,Jets,Mark Stuart,placed on IR with lower body injury,torso,WPG
2015-01-27,Jets,Mathieu Perreault,activated from IR,activated from IR,WPG
2015-01-29,Jets,Mark Stuart,activated from IR,activated from IR,WPG
2015-02-05,Jets,Evander Kane,placed on IR recovering from surgery on left shoulder (out for season),torso,WPG
2015-02-17,Jets,Mathieu Perreault,placed on IR with left leg injury,ll,WPG
2015-02-23,Jets,Ben Chiarot,placed on IR with fractured hand,la,WPG
2015-02-24,Jets,Blake Wheeler,placed on IR with knee injury,ul,WPG
2015-03-01,Jets,Blake Wheeler,activated from IR,activated from IR,WPG
2015-03-13,Jets,Matt Halischuk,activated from IR,activated from IR,WPG
2015-03-28,Jets,Mathieu Perreault,activated from IR,activated from IR,WPG
2015-04-06,Jets,Ben Chiarot,activated from IR,activated from IR,WPG
2015-04-22,Jets,Grant Clitsome,activated from IR,activated from IR,WPG
2015-10-06,Jets,Grant Clitsome,placed on IR with back injury (out for season),torso,WPG
2015-11-03,Jets,Andrew Copp,placed on IR with upper body injury,torso,WPG
2015-11-10,Jets,Andrew Copp,activated from IR,activated from IR,WPG
2015-11-22,Jets,Ondrej Pavelec,placed on IR with sprained knee,ul,WPG
2015-12-27,Jets,Mark Scheifele,placed on IR with concussion,head,WPG
2016-01-03,Jets,Mark Scheifele,activated from IR,activated from IR,WPG
2016-01-13,Jets,Mark Scheifele,placed on IR with lower body injury,torso,WPG
2016-01-23,Jets,Drew Stafford,activated from IR,activated from IR,WPG
2016-01-26,Jets,Mathieu Perreault,placed on IR with lower body injury,torso,WPG
2016-01-26,Jets,Mark Scheifele,activated from IR,activated from IR,WPG
2016-02-02,Jets,Adam Lowry,activated from IR,activated from IR,WPG
2016-02-02,Jets,Mathieu Perreault,activated from IR,activated from IR,WPG
2016-02-12,Jets,Ondrej Pavelec,activated from IR,activated from IR,WPG
2016-02-25,Jets,Mark Stuart,placed on IR with fractured hand,la,WPG
2016-03-24,Jets,Mark Stuart,activated from IR,activated from IR,WPG
2016-10-27,Jets,Bryan Little,placed on IR with lower body injury,torso,WPG
2016-11-01,Jets,Drew Stafford,placed on IR with upper body injury,torso,WPG
2016-11-02,Jets,Shawn Matthias,placed on IR with lower body injury,torso,WPG
2016-11-04,Jets,Tyler Myers,placed on IR with lower body injury,torso,WPG
2016-11-04,Jets,Joel Armia,placed on IR with lower body injury (Y),torso,WPG
2016-11-08,Jets,Joel Armia,placed on IR with lower body injury (CBC),torso,WPG
2016-11-08,Jets,Tyler Myers,activated from IR,activated from IR,WPG
2016-11-12,Jets,Mathieu Perreault,placed on IR with upper body injury,torso,WPG
2016-11-14,Jets,Kyle Connor,placed on IR with upper body injury,torso,WPG
2016-11-23,Jets,Tyler Myers,placed on IR with lower body injury,torso,WPG
2016-11-23,Jets,Drew Stafford,activated from IR,activated from IR,WPG
2016-11-25,Jets,Kyle Connor,activated from IR,activated from IR,WPG
2016-11-28,Jets,Nic Petan,placed on IR with lower body injury,torso,WPG
2016-11-29,Jets,Bryan Little,activated from IR,activated from IR,WPG
2016-11-30,Jets,Tobias Enstrom,activated from IR,activated from IR,WPG
2016-12-01,Jets,Mathieu Perreault,activated from IR,activated from IR,WPG
2016-12-20,Jets,Nic Petan,activated from IR,activated from IR,WPG
2016-12-22,Jets,Joel Armia,activated from IR,activated from IR,WPG
2016-12-22,Jets,Shawn Matthias,activated from IR,activated from IR,WPG
2016-12-30,Jets,Marko Dano,placed on IR with leg injury,ll,WPG
2017-01-13,Jets,Patrik Laine,placed on IR with concussion,head,WPG
2017-01-17,Jets,Ben Chiarot,placed on IR with upper body injury,torso,WPG
2017-01-24,Jets,Drew Stafford,placed on IR with lower body injury,torso,WPG
2017-01-24,Jets,Patrik Laine,activated from IR,activated from IR,WPG
2017-01-25,Jets,Mathieu Perreault,placed on IR with upper body injury,torso,WPG
2017-02-02,Jets,Mathieu Perreault,activated from IR,activated from IR,WPG
2017-02-07,Jets,Drew Stafford,activated from IR,activated from IR,WPG
2017-02-08,Jets,Ben Chiarot,activated from IR,activated from IR,WPG
2017-02-13,Jets,Tobias Enstrom,placed on IR with lower body injury,torso,WPG
2017-02-14,Jets,Ondrej Pavelec,placed on IR with lower body injury,torso,WPG
2017-02-17,Jets,Tobias Enstrom,placed on IR with lower body injury,torso,WPG
2017-02-28,Jets,Tobias Enstrom,activated from IR,activated from IR,WPG
2017-03-02,Jets,Marko Dano,activated from IR,activated from IR,WPG
2017-03-03,Jets,Ondrej Pavelec,activated from IR,activated from IR,WPG
2011-10-17,Jets,Evander Kane,lower body injury (DTD),torso,WPG
2011-10-18,Jets,Ron Hainsey,upper body injury (DTD),torso,WPG
2011-10-28,Jets,Chris Mason,groin injury (DTD),ul,WPG
2011-11-02,Jets,Tobias Enstrom,broken collarbone (out indefinitely),torso,WPG
2011-11-03,Jets,Mark Stuart,upper body injury (DTD),torso,WPG
2011-11-04,Jets,Randy Jones,bruised right ankle (DTD),ll,WPG
2011-11-05,Jets,Nikolai Antropov,hand injury (DTD),la,WPG
2011-11-14,Jets,Brett Festerling,upper body injury (DTD),torso,WPG
2011-11-19,Jets,Brett Festerling,upper body injury (DTD) (Y),torso,WPG
2011-11-25,Jets,Ron Hainsey,lower body injury (DTD),torso,WPG
2011-12-01,Jets,Eric Fehr,right shoulder injury (DTD),torso,WPG
2011-12-12,Jets,Nikolai Antropov,foot injury (DTD),ll,WPG
2011-12-13,Jets,Randy Jones,upper body injury (DTD),torso,WPG
2011-12-20,Jets,Bryan Little,back injury (DTD),torso,WPG
2011-12-27,Jets,Dustin Byfuglien,lower body injury (DTD),torso,WPG
2011-12-29,Jets,Jim Slater,rib injury (DTD),torso,WPG
2012-01-07,Jets,Alexander Burmistrov,mid body injury (DTD),torso,WPG
2012-01-12,Jets,Zach Bogosian,lower body injury (DTD),torso,WPG
2012-01-15,Jets,Blake Wheeler,throat injury (DTD),head,WPG
2012-01-21,Jets,Evander Kane,concussion (DTD),head,WPG
2012-01-21,Jets,Tim Stapleton,lower body injury (DTD),torso,WPG
2012-01-24,Jets,Alexander Burmistrov,upper body injury (DTD),torso,WPG
2012-02-16,Jets,Zach Bogosian,upper body injury (DTD),torso,WPG
2012-03-05,Jets,Zach Bogosian,wrist injury (DTD),la,WPG
2012-03-10,Jets,Chris Thorburn,lower body injury (out indefinitely),torso,WPG
2012-03-17,Jets,Eric Fehr,upper body injury (out for season),torso,WPG
2012-03-19,Jets,Nikolai Antropov,lower body injury (DTD),torso,WPG
2012-04-02,Jets,Kyle Wellwood,broken left foot (out for season),ll,WPG
2012-04-03,Jets,Tanner Glass,fractured foot (out for season),ll,WPG
2012-04-05,Jets,Ron Hainsey,bruised foot (out for season),ll,WPG
2013-01-31,Jets,Dustin Byfuglien,lower body injury (DTD),torso,WPG
2013-02-21,Jets,Zach Redmond,lacerated thigh (DTD),ul,WPG
2013-02-24,Jets,Antti Miettinen,lower body injury (DTD),torso,WPG
2013-03-14,Jets,Al Montoya,lower body injury (DTD),torso,WPG
2013-03-22,Jets,James Wright,upper body injury (DTD),torso,WPG
2013-03-24,Jets,Ron Hainsey,upper body injury (DTD),torso,WPG
2013-04-02,Jets,Grant Clitsome,facial injury (DTD),torso,WPG
2013-04-03,Jets,Nikolai Antropov,lower body injury (DTD),torso,WPG
2013-04-10,Jets,Tobias Enstrom,back injury (out for season),torso,WPG
2013-04-21,Jets,Olli Jokinen,ankle injury (out for season),ll,WPG
2013-04-21,Jets,Zach Bogosian,upper body injury (out for season),torso,WPG
2013-04-23,Jets,Anthony Peluso,hand injury (out for season),la,WPG
2013-04-23,Jets,Kyle Wellwood,hand injury (out for season),la,WPG
2013-10-10,Jets,Chris Thorburn,lower body injury (DTD),torso,WPG
2013-10-19,Jets,Mark Stuart,hip injury (DTD),ul,WPG
2013-10-20,Jets,Jim Slater,lower body injury (DTD),torso,WPG
2013-11-03,Jets,Evander Kane,lower body injury (DTD),torso,WPG
2013-11-16,Jets,Zach Bogosian,groin injury (DTD),ul,WPG
2013-11-30,Jets,Evander Kane,lower body injury (DTD),torso,WPG
2013-12-27,Jets,Mark Stuart,groin injury (DTD),ul,WPG
2014-01-10,Jets,Evander Kane,hand injury (DTD),la,WPG
2014-01-28,Jets,Evander Kane,infection in hand (out indefinitely),la,WPG
2014-03-05,Jets,Chris Thorburn,facial injury (DTD),torso,WPG
2014-03-05,Jets,Mark Scheifele,sprained MCL in knee (out for season),ul,WPG
2014-03-12,Jets,John Albert,upper body injury (DTD),torso,WPG
2014-03-14,Jets,Chris Thorburn,fractured foot (out for season),ll,WPG
2014-03-15,Jets,Ondrej Pavelec,lower body injury (DTD),torso,WPG
2014-03-16,Jets,Jim Slater,lower body injury (DTD),torso,WPG
2014-03-19,Jets,Dustin Byfuglien,lower body injury (DTD),torso,WPG
2014-03-19,Jets,Zach Bogosian,upper body injury (DTD),torso,WPG
2014-03-24,Jets,Zach Bogosian,upper body injury (out for season),torso,WPG
2014-03-31,Jets,Al Montoya,lower body injury (DTD),torso,WPG
2014-03-31,Jets,Keaton Ellerby,lower body injury (out for season),torso,WPG
2014-04-06,Jets,Dustin Byfuglien,upper body injury (out for season),torso,WPG
2014-04-07,Jets,Andrew Ladd,elbow injury (out for season),ua,WPG
2014-10-10,Jets,Evander Kane,lower body injury (DTD),torso,WPG
2014-10-28,Jets,Patrice Cormier,eye injury (DTD),head,WPG
2014-10-28,Jets,Zach Bogosian,upper body injury (DTD),torso,WPG
2014-11-25,Jets,Tobias Enstrom,lower body injury (DTD),torso,WPG
2014-11-26,Jets,Mathieu Perreault,upper body injury (DTD),torso,WPG
2014-12-03,Jets,Grant Clitsome,lower body injury (DTD),torso,WPG
2014-12-15,Jets,Jacob Trouba,upper body injury (DTD),torso,WPG
2014-12-18,Jets,Mark Stuart,lower body injury (DTD),torso,WPG
2015-01-04,Jets,Grant Clitsome,upper body injury (DTD),torso,WPG
2015-01-17,Jets,Mathieu Perreault,upper body injury (DTD),torso,WPG
2015-01-21,Jets,Mark Stuart,lower body injury (DTD),torso,WPG
2015-02-02,Jets,Jay Harrison,upper body injury (DTD),torso,WPG
2015-03-05,Jets,Dustin Byfuglien,upper body injury (DTD),torso,WPG
2015-03-06,Jets,Bryan Little,upper body injury (DTD),torso,WPG
2015-03-13,Jets,Tyler Myers,upper body injury (DTD),torso,WPG
2015-03-17,Jets,Paul Postma,lower body injury (DTD),torso,WPG
2015-04-06,Jets,Tobias Enstrom,upper body injury (DTD),torso,WPG
2015-04-10,Jets,Mathieu Perreault,lower body injury (out for season),torso,WPG
2016-01-10,Jets,Mark Scheifele,lower body injury (DTD),torso,WPG
2016-01-15,Jets,Dustin Byfuglien,upper body injury (DTD),torso,WPG
2016-01-24,Jets,Mathieu Perreault,back injury (DTD),torso,WPG
2016-02-15,Jets,Mark Stuart,fractured hand (DTD),la,WPG
2016-02-20,Jets,Bryan Little,upper body injury (out for season),torso,WPG
2016-03-04,Jets,Anthony Peluso,upper body injury (out for season),torso,WPG
